"train/global_step","gpt2-xl_aux-without_ln - _step","gpt2-xl_aux-without_ln - _step__MIN","gpt2-xl_aux-without_ln - _step__MAX","gpt2-xl_aux-without_ln - main_loss","gpt2-xl_aux-without_ln - main_loss__MIN","gpt2-xl_aux-without_ln - main_loss__MAX"
"333","47043.333333333336","47036","47056","2.6150141954421997","2.5566794872283936","2.713465690612793"
"334","47182","47168","47192","2.6035354932149253","2.4308841228485107","2.6894595623016357"
"335","47312.444444444445","47301","47324","2.6410540209876165","2.5511269569396973","2.7087364196777344"
"336","47443.57142857143","47432","47457","2.5956715856279646","2.492919445037842","2.658862590789795"
"337","47576.75","47569","47585","2.620387017726898","2.551576614379883","2.7024824619293213"
"338","47708","47696","47719","2.6213049491246543","2.5480639934539795","2.717829465866089"
"339","47838.75","47828","47850","2.554765224456787","2.418346643447876","2.6091554164886475"
"340","47971","47962","47981","2.5635874271392822","2.4265244007110596","2.6668992042541504"
"341","48103.625","48095","48111","2.5896524786949158","2.414334297180176","2.7278835773468018"
"342","48228.2","48218","48241","2.5581786155700685","2.443650722503662","2.6925649642944336"
"343","48365.666666666664","48349","48375","2.5004090070724487","2.407759189605713","2.6165778636932373"
"344","48498","48491","48504","2.6085307598114014","2.527316093444824","2.6913251876831055"
"345","48628.857142857145","48612","48638","2.5905223233359203","2.4798097610473633","2.691912889480591"
"346","48756.88888888889","48746","48770","2.625836902194553","2.472064971923828","2.7446377277374268"
"347","48892","48876","48900","2.6195008158683777","2.566378593444824","2.7112233638763428"
"348","49016.42857142857","49005","49030","2.564968075071062","2.358964443206787","2.850264549255371"
"349","49150","49141","49157","2.4995056788126626","2.3138527870178223","2.626577854156494"
"350","49280","49268","49291","2.6033735275268555","2.533094882965088","2.680276393890381"
"351","49412.125","49401","49426","2.5669770538806915","2.4525833129882812","2.6215384006500244"
"352","49537.333333333336","49533","49545","2.573263923327128","2.495763063430786","2.662449598312378"
"353","49674.666666666664","49666","49684","2.645230452219645","2.4951276779174805","2.7606372833251953"
"354","49811.142857142855","49797","49819","2.5885452202388217","2.5189781188964844","2.6438283920288086"
"355","49938","49927","49951","2.5951735178629556","2.4434916973114014","2.7978241443634033"
"356","50064.6","50057","50082","2.615945053100586","2.4896178245544434","2.745462656021118"
"357","50202.5","50192","50210","2.575255195299784","2.442610263824463","2.6909987926483154"
"358","50330.75","50321","50344","2.552927017211914","2.330449104309082","2.659982681274414"
"359","50459.166666666664","50453","50464","2.596333901087443","2.5205154418945312","2.6899659633636475"
"360","50587","50582","50593","2.600366306304932","2.5074987411499023","2.6899619102478027"
"361","50723","50723","50723","2.587125778198242","2.587125778198242","2.587125778198242"
"362","50849.666666666664","50845","50856","2.6901867389678955","2.587831735610962","2.7786409854888916"
"363","50986.555555555555","50974","50999","2.5745673444536","2.3208634853363037","2.703364849090576"
"364","51117.333333333336","51109","51130","2.6149218479792276","2.4905238151550293","2.752964496612549"
"365","51251","51241","51262","2.5537670056025186","2.4022676944732666","2.714517831802368"
"366","51385.666666666664","51382","51390","2.55191699663798","2.410247325897217","2.6959125995635986"
"367","51509.333333333336","51503","51516","2.5016605854034424","2.4235172271728516","2.6262974739074707"
"368","51641","51630","51650","2.5871943473815917","2.5378916263580322","2.695408344268799"
"369","51776.5","51766","51786","2.5817768573760986","2.486773729324341","2.711974859237671"
"370","51908.8","51897","51917","2.535275459289551","2.273320198059082","2.6807518005371094"
"371","52038.88888888889","52025","52049","2.5821483665042453","2.4993906021118164","2.702876329421997"
"372","52164.333333333336","52156","52172","2.643751621246338","2.6203956604003906","2.688331365585327"
"373","52300.625","52289","52312","2.5462223291397095","2.47320294380188","2.671365976333618"
"374","52436.25","52424","52443","2.513153612613678","2.4346721172332764","2.569899082183838"
"375","52566.71428571428","52553","52575","2.5609176499503","2.44242262840271","2.645514726638794"
"376","52697.666666666664","52690","52707","2.5525549252827964","2.4736149311065674","2.6985273361206055"
"377","52824.90909090909","52813","52838","2.5715692693536933","2.4383161067962646","2.755206823348999"
"378","52957.625","52947","52970","2.5701202154159546","2.4211032390594482","2.6551437377929688"
"379","53091","53085","53098","2.618288278579712","2.511777877807617","2.7341222763061523"
"380","53220.666666666664","53211","53232","2.543842077255249","2.450871467590332","2.6021649837493896"
"381","53349.22222222222","53336","53361","2.578621890809801","2.372525930404663","2.7380545139312744"
"382","53483.125","53470","53495","2.5974692702293396","2.494830846786499","2.670520305633545"
"383","53611.5","53601","53620","2.5531313121318817","2.4803121089935303","2.6707417964935303"
"384","53745","53742","53748","2.563997983932495","2.558685064315796","2.5693109035491943"
"385","53873","53865","53884","2.5598211685816445","2.423185110092163","2.7079927921295166"
"386","54006.75","53998","54017","2.569641888141632","2.5410234928131104","2.613940715789795"
"387","54131","54124","54141","2.6141833464304605","2.502837896347046","2.7577011585235596"
"388","54268.75","54260","54281","2.669571876525879","2.5581891536712646","2.7728447914123535"
"389","54398.333333333336","54394","54403","2.5444111029307046","2.4384384155273438","2.64341139793396"
"390","54536.8","54528","54545","2.506802558898926","2.422900438308716","2.5599241256713867"
"391","54661.6","54652","54675","2.5672924518585205","2.4116315841674805","2.713559865951538"
"392","54791.90909090909","54780","54806","2.544216112657027","2.43184232711792","2.636512517929077"
"393","54922.166666666664","54911","54936","2.6075618267059326","2.4502322673797607","2.7144134044647217"
"394","55058.166666666664","55045","55070","2.508522152900696","2.408940315246582","2.6405670642852783"
"395","55190.142857142855","55175","55201","2.5534068516322543","2.397825241088867","2.6873044967651367"
"396","55320.833333333336","55313","55326","2.622821489969889","2.4777584075927734","2.748135805130005"
"397","55450.8","55437","55459","2.5669213771820067","2.3861029148101807","2.6856019496917725"
"398","55580.6","55574","55585","2.5828166007995605","2.456972599029541","2.70575213432312"
"399","55712.666666666664","55702","55721","2.6287973986731634","2.5348594188690186","2.79001784324646"
"400","56305.38723404255","55737","56936","2.4967937778919302","1.4180200099945068","3.7187845706939697"
"401","57055.666666666664","57049","57062","2.588876485824585","2.474203586578369","2.6991724967956543"
"402","57189.166666666664","57175","57199","2.5525755087534585","2.366323471069336","2.6808271408081055"
"403","57318.4","57311","57326","2.5976767539978027","2.402818441390991","2.757622003555298"
"404","57447.125","57436","57458","2.5693342685699463","2.445446014404297","2.659458637237549"
"405","57576.77777777778","57568","57593","2.586000098122491","2.3919248580932617","2.7344467639923096"
"406","57712.545454545456","57701","57724","2.579130021008578","2.4580605030059814","2.743194341659546"
"407","57843","57833","57856","2.526702562967936","2.40582275390625","2.649747610092163"
"408","57974.666666666664","57962","57984","2.593416611353556","2.48488450050354","2.680300235748291"
"409","58109","58104","58117","2.695462226867676","2.654426336288452","2.7197012901306152"
"410","58237.166666666664","58228","58247","2.5976590315500894","2.5066094398498535","2.7403104305267334"
"411","58361","58354","58369","2.558792734146118","2.2633249759674072","2.708531141281128"
"412","58499.2","58485","58511","2.647971773147583","2.5690722465515137","2.8653290271759033"
"413","58634.2","58622","58643","2.598689079284668","2.465897798538208","2.7194747924804688"
"414","58767.333333333336","58757","58774","2.515207131703695","2.4192585945129395","2.6258773803710938"
"415","58896.857142857145","58885","58906","2.582450730460031","2.4605906009674072","2.6412265300750732"
"416","59021.2","59011","59033","2.571888256072998","2.5118088722229004","2.652010440826416"
"417","59153","59147","59162","2.6010671854019165","2.4891586303710938","2.6586520671844482"
"418","59283.75","59274","59298","2.5748982628186545","2.473937749862671","2.668363094329834"
"419","59417.25","59404","59424","2.5543535351753235","2.403526544570923","2.660410165786743"
"420","59547.375","59535","59562","2.5689201056957245","2.4216654300689697","2.6778669357299805"
"421","59679.444444444445","59669","59690","2.573747846815321","2.496022939682007","2.6772823333740234"
"422","59810","59799","59821","2.5890690088272095","2.448096752166748","2.767194986343384"
"423","59938.42857142857","59929","59955","2.5636304446629117","2.422060966491699","2.6917483806610107"
"424","60071.166666666664","60060","60082","2.5153280099232993","2.393559694290161","2.6356961727142334"
"425","60208.5","60201","60216","2.634896159172058","2.4844624996185303","2.785329818725586"
"426","60339","60323","60348","2.5989293257395425","2.3941450119018555","2.7427868843078613"
"427","60467.7","60454","60481","2.5252405166625977","2.4800992012023926","2.597595691680908"
"428","60596.166666666664","60586","60611","2.5929011503855386","2.4939801692962646","2.6474575996398926"
"429","60727.88888888889","60716","60741","2.536931859122382","2.395059585571289","2.7172844409942627"
"430","60861.5","60851","60872","2.5440503358840942","2.4159915447235107","2.6797351837158203"
"431","60992.4","60984","61001","2.6162981033325194","2.5208985805511475","2.7258493900299072"
"432","61123.142857142855","61113","61136","2.5790002005440846","2.387225389480591","2.6514737606048584"
"433","61256.6","61245","61266","2.5727170944213866","2.50785493850708","2.655653476715088"
"434","61391.4","61386","61398","2.5911840438842773","2.486755847930908","2.717264175415039"
"435","61518","61504","61531","2.600545734167099","2.5142667293548584","2.732788324356079"
"436","61650","61636","61660","2.6075379848480225","2.5704894065856934","2.67787504196167"
"437","61781","61773","61789","2.5530768632888794","2.5380492210388184","2.5681045055389404"
"438","61907.625","61897","61922","2.58175191283226","2.4928743839263916","2.6445488929748535"
"439","62046.28571428572","62034","62054","2.63924925667899","2.4915406703948975","2.7583463191986084"
"440","62175.25","62169","62181","2.6429473757743835","2.5922322273254395","2.6861228942871094"
"441","62310.8","62303","62318","2.619039535522461","2.534393072128296","2.6525213718414307"
"442","62434.2","62422","62449","2.5558329105377195","2.4347941875457764","2.6727347373962402"
"443","62562.333333333336","62555","62580","2.544501026471456","2.4122986793518066","2.5972180366516113"
"444","62703","62701","62705","2.525268316268921","2.524017572402954","2.5265190601348877"
"445","62832.833333333336","62819","62842","2.5938748121261597","2.539349317550659","2.664175510406494"
"446","62967","62961","62974","2.6567594528198244","2.6396238803863525","2.7135872840881348"
"447","63092","63083","63103","2.5866032327924455","2.364229679107666","2.7087526321411133"
"448","63224.8","63211","63235","2.5736376285552978","2.5222511291503906","2.6682281494140625"
"449","63359","63344","63366","2.607106477022171","2.439862012863159","2.735752820968628"
"450","63491","63480","63498","2.485832154750824","2.3843131065368652","2.6013002395629883"
"451","63615.625","63604","63626","2.5834537744522095","2.4837751388549805","2.690863847732544"
"452","63745.6","63735","63757","2.5812065601348877","2.416809558868408","2.7685720920562744"
"453","63877","63869","63881","2.597332572937012","2.5047056674957275","2.698591470718384"
"454","64007.4","63998","64022","2.589066505432129","2.524623155593872","2.668879985809326"
"455","64141.57142857143","64130","64152","2.6138670444488525","2.541016101837158","2.692326068878174"
"456","64266.8","64260","64277","2.5805201530456543","2.484636068344116","2.6563501358032227"
"457","64400.625","64391","64414","2.594662606716156","2.5158867835998535","2.666532039642334"
"458","64537.71428571428","64521","64546","2.5499025753566196","2.452864646911621","2.7290260791778564"
"459","64669.833333333336","64659","64677","2.5680534839630127","2.4564731121063232","2.630065441131592"
"460","64802.25","64794","64806","2.5319287180900574","2.4906489849090576","2.570810556411743"
"461","64924.7","64914","64933","2.550839638710022","2.3466877937316895","2.674790859222412"
"462","65060.75","65049","65069","2.5674763321876526","2.488510847091675","2.628591299057007"
"463","65190","65178","65202","2.6657183170318604","2.615669012069702","2.7157676219940186"
"464","65323.75","65309","65335","2.56369811296463","2.4888393878936768","2.654304265975952"
"465","65456","65456","65456","2.5755250453948975","2.5755250453948975","2.5755250453948975"
"466","65585.83333333333","65572","65596","2.5630664428075156","2.406020402908325","2.7577340602874756"
"467","65710.4","65702","65719","2.4951366424560546","2.351198196411133","2.5581023693084717"
"468","65847.71428571429","65834","65858","2.5913237503596713","2.5038020610809326","2.7069764137268066"
"469","65976.22222222222","65963","65988","2.561705059475369","2.472405195236206","2.7016985416412354"
"470","66107.83333333333","66099","66120","2.6491353511810303","2.591749668121338","2.7510828971862793"
"471","66240.14285714286","66227","66253","2.5300301143101285","2.445399045944214","2.6585733890533447"
"472","66367.08333333333","66358","66381","2.6071067452430725","2.3999509811401367","2.8040072917938232"
"473","66498.57142857143","66488","66513","2.553856543132237","2.382758378982544","2.7368857860565186"
"474","66632.83333333333","66625","66642","2.6281065146128335","2.4691848754882812","2.7167749404907227"
"475","66764.5","66750","66776","2.5975612004597983","2.5320560932159424","2.6642067432403564"
"476","66896.16666666667","66885","66907","2.613602081934611","2.5210630893707275","2.7682018280029297"
"477","67028.6","67019","67040","2.566602921485901","2.4549224376678467","2.743677854537964"
"478","67157.66666666667","67146","67168","2.592126806577047","2.4154229164123535","2.736860990524292"
"479","67292.5","67280","67301","2.6432401736577353","2.5479190349578857","2.790381669998169"
"480","67418.11111111111","67408","67430","2.5576190683576794","2.420562744140625","2.7460362911224365"
"481","67553.33333333333","67544","67563","2.525008943345812","2.414094924926758","2.5862932205200195"
"482","67679.11111111111","67669","67690","2.585568560494317","2.4399964809417725","2.7187366485595703"
"483","67811.33333333333","67800","67819","2.5529319842656455","2.3796963691711426","2.595449924468994"
"484","67944.4","67932","67950","2.584119367599487","2.3997294902801514","2.758352041244507"
"485","68076.33333333333","68067","68089","2.6134199831220837","2.5210585594177246","2.6817398071289062"
"486","68209.28571428571","68199","68219","2.5040907859802246","2.3670904636383057","2.5992116928100586"
"487","68338","68327","68351","2.6567922830581665","2.517554521560669","2.7796034812927246"
"488","68465.33333333333","68457","68478","2.627929925918579","2.551165819168091","2.7287840843200684"
"489","68594.66666666667","68587","68608","2.5865939458211265","2.526869773864746","2.665693998336792"
"490","68731","68724","68739","2.5804231762886047","2.544495105743408","2.623994827270508"
"491","68864.6","68855","68876","2.5893146991729736","2.506795644760132","2.7048189640045166"
"492","68995.2","68986","69004","2.516577959060669","2.4251906871795654","2.6594626903533936"
"493","69123.5","69115","69134","2.581832140684128","2.47538161277771","2.77876615524292"
"494","69254","69245","69260","2.578482985496521","2.483551502227783","2.6269419193267822"
"495","69389","69381","69400","2.5282965103785195","2.309251546859741","2.715054512023926"
"496","69521.2","69517","69524","2.5975868701934814","2.4601223468780518","2.7154061794281006"
"497","69650.625","69639","69657","2.577610582113266","2.3870105743408203","2.6655638217926025"
"498","69781.16666666667","69770","69790","2.586300849914551","2.5293848514556885","2.680037498474121"
"499","69910.625","69898","69924","2.6127578914165497","2.4806318283081055","2.7054028511047363"
"500","70441.91701244813","69933","71122","2.539039273974312","1.2684650421142578","3.1534526348114014"
"501","71256.5","71242","71268","2.536806881427765","2.4706339836120605","2.6530840396881104"
"502","71384.5","71375","71397","2.561875859896342","2.372230052947998","2.6874077320098877"
"503","71512.88888888889","71503","71529","2.5773341390821667","2.4102511405944824","2.7375800609588623"
"504","71647.22222222222","71634","71657","2.574153264363607","2.4438133239746094","2.722092866897583"
"505","71782","71768","71792","2.520433807373047","2.4207377433776855","2.569106101989746"
"506","71908.58333333333","71897","71922","2.60620387395223","2.5110771656036377","2.7251217365264893"
"507","72044.63636363637","72030","72055","2.5588005022569136","2.3788042068481445","2.7271528244018555"
"508","72174.8","72159","72186","2.6180997133255004","2.430914878845215","2.801352024078369"
"509","72304.4","72290","72316","2.6249982357025146","2.5530383586883545","2.757256507873535"
"510","72438.2","72427","72448","2.557728099822998","2.4279677867889404","2.699341058731079"
"511","72565.33333333333","72552","72579","2.5936272939046225","2.4886183738708496","2.646137237548828"
"512","72699.5","72684","72711","2.5642266273498535","2.409557342529297","2.665196657180786"
"513","72826.83333333333","72816","72833","2.543988585472107","2.4775824546813965","2.623181104660034"
"514","72957.5","72949","72969","2.632753292719523","2.60083270072937","2.6716532707214355"
"515","73088","73081","73100","2.5020358562469482","2.414128541946411","2.5556018352508545"
"516","73220.375","73208","73232","2.5948715209960938","2.4228529930114746","2.683309555053711"
"517","73356.33333333333","73341","73366","2.576976219813029","2.3997483253479004","2.674999952316284"
"518","73482.14285714286","73472","73495","2.5611071586608887","2.5131051540374756","2.6556472778320312"
"519","73615.33333333333","73603","73628","2.627908984820048","2.509326696395874","2.748434543609619"
"520","73750","73741","73755","2.5873279571533203","2.5566322803497314","2.6236071586608887"
"521","73880","73871","73886","2.580895980199178","2.515740394592285","2.7149529457092285"
"522","74010.66666666667","73997","74021","2.4727861086527505","2.4095418453216553","2.5750632286071777"
"523","74134.5","74126","74147","2.579042136669159","2.442023515701294","2.640817642211914"
"524","74279","74273","74284","2.566960016886393","2.5077764987945557","2.6164169311523438"
"525","74400.875","74389","74412","2.561976045370102","2.4223227500915527","2.6857223510742188"
"526","74534.5","74526","74543","2.5851020415623984","2.44966459274292","2.8569858074188232"
"527","74661.11111111111","74652","74678","2.542922761705187","2.370133638381958","2.6265976428985596"
"528","74790.75","74786","74799","2.5119091272354126","2.4369688034057617","2.583584785461426"
"529","74927.33333333333","74916","74937","2.6196420192718506","2.5339174270629883","2.699387788772583"
"530","75056.8","75047","75067","2.5177940845489504","2.4207000732421875","2.5623674392700195"
"531","75189.14285714286","75176","75198","2.5371134962354387","2.4079208374023438","2.648247718811035"
"532","75314.33333333333","75307","75325","2.554956595102946","2.4294090270996094","2.7004177570343018"
"533","75456","75445","75465","2.6333880765097484","2.5542359352111816","2.7426013946533203"
"534","75590","75584","75596","2.559220850467682","2.477768659591675","2.642503261566162"
"535","75716","75702","75724","2.543863296508789","2.4890382289886475","2.6025660037994385"
"536","75847.42857142857","75835","75859","2.5937285082680837","2.5269200801849365","2.6879312992095947"
"537","75981.42857142857","75974","75989","2.4829401629311696","2.3866968154907227","2.5497517585754395"
"538","76108.75","76095","76120","2.5958957374095917","2.4650485515594482","2.723846435546875"
"539","76235.2","76227","76251","2.5358910083770754","2.4507126808166504","2.6126251220703125"
"540","76371","76359","76382","2.51289039850235","2.397395133972168","2.5937819480895996"
"541","76503","76491","76511","2.5851053396860757","2.5036187171936035","2.6595990657806396"
"542","76632.33333333333","76624","76643","2.550188144048055","2.4235565662384033","2.647223472595215"
"543","76757.83333333333","76750","76771","2.573009451230367","2.476047992706299","2.7105374336242676"
"544","76893.25","76884","76900","2.5837461948394775","2.4375410079956055","2.684784412384033"
"545","77024.77777777778","77013","77038","2.600773228539361","2.5287883281707764","2.6607909202575684"
"546","77157.4","77147","77169","2.557500982284546","2.4447968006134033","2.64546537399292"
"547","77299","77297","77301","2.576584815979004","2.5358169078826904","2.6459760665893555"
"548","77421.6","77415","77430","2.5929192543029784","2.533134937286377","2.686676263809204"
"549","77548.33333333333","77542","77561","2.5521992842356362","2.4632396697998047","2.7173984050750732"
"550","77679.9","77669","77690","2.555225467681885","2.3583970069885254","2.6944918632507324"
"551","77811","77803","77818","2.5517627000808716","2.492733955383301","2.6429131031036377"
"552","77941.16666666667","77933","77949","2.5855063597361245","2.4383585453033447","2.7354373931884766"
"553","78072.33333333333","78065","78080","2.5485688845316568","2.376283884048462","2.642207622528076"
"554","78202.83333333333","78196","78209","2.689552386601766","2.5363330841064453","2.8565187454223633"
"555","78338.6","78332","78349","2.486745500564575","2.4115653038024902","2.604863405227661"
"556","78464","78455","78480","2.58441025018692","2.4121978282928467","2.7543094158172607"
"557","78599.42857142857","78588","78609","2.5770974840436662","2.4334962368011475","2.7268285751342773"
"558","78728.88888888889","78720","78742","2.5526212321387396","2.4365673065185547","2.7204878330230713"
"559","78864.4","78853","78874","2.602415084838867","2.4826622009277344","2.708491802215576"
"560","78992.16666666667","78981","79007","2.614273428916931","2.452132225036621","2.7720320224761963"
"561","79122.5","79112","79135","2.5622730255126953","2.4791805744171143","2.660837173461914"
"562","79251","79251","79251","2.6047115325927734","2.6047115325927734","2.6047115325927734"
"563","79388.375","79374","79400","2.5738568007946014","2.4880805015563965","2.691406488418579"
"564","79522.83333333333","79510","79530","2.5430102348327637","2.4494705200195312","2.579493284225464"
"565","79647.22222222222","79636","79662","2.57488661342197","2.3199660778045654","2.7125000953674316"
"566","79784.33333333333","79779","79788","2.526923418045044","2.481192111968994","2.5771443843841553"
"567","79912","79898","79925","2.535957765579224","2.441063165664673","2.5985710620880127"
"568","80037.5","80029","80054","2.6176844437917075","2.5215749740600586","2.7116024494171143"
"569","80170.66666666667","80160","80181","2.5481985807418823","2.371731758117676","2.6823456287384033"
"570","80305.625","80292","80318","2.587325781583786","2.482177972793579","2.6677489280700684"
"571","80439","80423","80446","2.498386812210083","2.4186785221099854","2.5920231342315674"
"572","80567.33333333333","80554","80580","2.5478681723276773","2.4819772243499756","2.5891613960266113"
"573","80704","80694","80709","2.5898237824440002","2.5311996936798096","2.697589635848999"
"574","80829.75","80817","80841","2.5293498635292053","2.3931350708007812","2.626354932785034"
"575","80958.85714285714","80950","80967","2.5997768470219205","2.5575056076049805","2.6720728874206543"
"576","81096.4","81083","81104","2.528242492675781","2.3761119842529297","2.597501277923584"
"577","81228.2","81216","81233","2.51833553314209","2.3664228916168213","2.6990480422973633"
"578","81356.2","81345","81364","2.5911280632019045","2.5003223419189453","2.7093489170074463"
"579","81484.875","81477","81494","2.5188923478126526","2.386336088180542","2.7829535007476807"
"580","81605.25","81603","81608","2.5967687368392944","2.476005792617798","2.766761541366577"
"581","81753.2","81742","81761","2.6099061489105226","2.4306960105895996","2.6888110637664795"
"582","81881.2","81875","81887","2.539139461517334","2.4256486892700195","2.615504026412964"
"583","82006.5","81998","82016","2.582934707403183","2.458505153656006","2.6381609439849854"
"584","82144.33333333333","82133","82154","2.503730376561483","2.4650039672851562","2.529672384262085"
"585","82271.66666666667","82259","82286","2.6184149583180747","2.5578114986419678","2.725578784942627"
"586","82406.71428571429","82395","82417","2.593991790499006","2.440382480621338","2.6826326847076416"
"587","82539.28571428571","82528","82547","2.593228816986084","2.4708034992218018","2.7090659141540527"
"588","82671.5","82665","82678","2.5875837802886963","2.5108296871185303","2.6643378734588623"
"589","82794.16666666667","82783","82807","2.5859404802322388","2.500016450881958","2.6500706672668457"
"590","82930.875","82924","82939","2.5584915578365326","2.4239728450775146","2.6378655433654785"
"591","83059.57142857143","83046","83073","2.5456713948931013","2.4814493656158447","2.617424249649048"
"592","83188.66666666667","83182","83199","2.5649332205454507","2.4849836826324463","2.644037961959839"
"593","83324.5","83317","83334","2.5292239785194397","2.431623697280884","2.6188600063323975"
"594","83448.85714285714","83439","83462","2.4977899960109164","2.441147804260254","2.5533382892608643"
"595","83582.25","83571","83593","2.6119621098041534","2.4931066036224365","2.920579671859741"
"596","83717.23076923077","83702","83729","2.579858743227445","2.337538957595825","2.8219892978668213"
"597","83849","83836","83855","2.5197061470576694","2.3700902462005615","2.6533052921295166"
"598","83976.77777777778","83965","83991","2.573715262942844","2.498392343521118","2.6270816326141357"
"599","84104","84097","84113","2.6144710540771485","2.5278162956237793","2.6731207370758057"
"600","84692.25821596244","84124","85333","2.522390879935502","1.3924702405929565","3.7123758792877197"
"601","85453","85438","85460","2.544145315885544","2.4337475299835205","2.6214213371276855"
"602","85583.11111111111","85569","85594","2.59727676709493","2.496286630630493","2.683645009994507"
"603","85710.83333333333","85700","85725","2.520196795463562","2.3918139934539795","2.5908865928649902"
"604","85841","85833","85851","2.560592699050903","2.4980950355529785","2.659968376159668"
"605","85977.75","85966","85989","2.5297672152519226","2.307548761367798","2.6889801025390625"
"606","86104.16666666667","86097","86110","2.623678127924601","2.502054452896118","2.749171257019043"
"607","86232.2","86226","86244","2.5657055377960205","2.5244967937469482","2.640075922012329"
"608","86371.42857142857","86356","86383","2.5915045057024275","2.5015275478363037","2.686464786529541"
"609","86496.5","86489","86509","2.5695345401763916","2.4404635429382324","2.7087700366973877"
"610","86631.57142857143","86621","86643","2.5926855632237027","2.488356113433838","2.7274036407470703"
"611","86760.875","86749","86773","2.587218075990677","2.5103158950805664","2.6908833980560303"
"612","86892.42857142857","86880","86904","2.5424228736332486","2.442610502243042","2.6361846923828125"
"613","87024.33333333333","87016","87033","2.6008806228637695","2.5744686126708984","2.6391794681549072"
"614","87157.2","87149","87163","2.577444887161255","2.472055435180664","2.6333796977996826"
"615","87283.5","87275","87291","2.534863770008087","2.4514167308807373","2.601837158203125"
"616","87420","87411","87425","2.595366512026106","2.5255980491638184","2.7024405002593994"
"617","87548","87540","87558","2.581311742464701","2.5624454021453857","2.627946138381958"
"618","87670","87670","87670","2.6357040405273438","2.6357040405273438","2.6357040405273438"
"619","87808.6","87798","87824","2.533422327041626","2.392240285873413","2.6010334491729736"
"620","87945.66666666667","87937","87954","2.526486039161682","2.4765939712524414","2.6086807250976562"
"621","88069","88062","88077","2.6055633544921877","2.435166597366333","2.708038568496704"
"622","88205.1","88193","88215","2.5720694303512572","2.3802168369293213","2.654794931411743"
"623","88337.5","88325","88350","2.5662514766057334","2.446345806121826","2.648709535598755"
"624","88469","88466","88473","2.5786726077397666","2.431410551071167","2.657137870788574"
"625","88594.14285714286","88585","88603","2.525139025279454","2.4160308837890625","2.5984880924224854"
"626","88732.4","88728","88741","2.563900661468506","2.493718385696411","2.6653554439544678"
"627","88860.85714285714","88850","88872","2.562983580998012","2.4759602546691895","2.6535990238189697"
"628","88994","88982","89006","2.4605064392089844","2.310884475708008","2.610128402709961"
"629","89127.11111111111","89116","89137","2.5361389584011502","2.401165246963501","2.675330638885498"
"630","89249.42857142857","89241","89264","2.648707526070731","2.5243942737579346","2.7707719802856445"
"631","89383.5","89375","89392","2.5338023900985718","2.4475865364074707","2.6171109676361084"
"632","89518","89507","89530","2.4865254759788513","2.427886962890625","2.5843145847320557"
"633","89650","89636","89662","2.5326373100280763","2.4017903804779053","2.6387085914611816"
"634","89781.25","89768","89789","2.564044415950775","2.369894504547119","2.6964542865753174"
"635","89908","89897","89919","2.5526251792907715","2.5460634231567383","2.5591869354248047"
"636","90044.42857142857","90030","90054","2.5573201520102367","2.4707226753234863","2.6528685092926025"
"637","90174.8","90160","90186","2.524703025817871","2.3892178535461426","2.6532299518585205"
"638","90302.5","90293","90310","2.5667588114738464","2.4851443767547607","2.624697208404541"
"639","90434.125","90422","90448","2.5936984419822693","2.4539926052093506","2.6489412784576416"
"640","90567.33333333333","90556","90575","2.53159507115682","2.4965152740478516","2.558222770690918"
"641","90694.85714285714","90685","90709","2.612140791756766","2.525770902633667","2.6606056690216064"
"642","90833.57142857143","90818","90841","2.54339827810015","2.4555461406707764","2.621886968612671"
"643","90964","90959","90969","2.5689938408987865","2.432345151901245","2.707777500152588"
"644","91087.77777777778","91080","91098","2.523274236255222","2.4233341217041016","2.6454291343688965"
"645","91221.14285714286","91209","91236","2.5419674600873674","2.3971316814422607","2.6848034858703613"
"646","91354.71428571429","91346","91367","2.647149154118129","2.492128610610962","2.7267682552337646"
"647","91486","91477","91498","2.5296977928706577","2.3777778148651123","2.667726516723633"
"648","91613.71428571429","91604","91623","2.5719026156834195","2.3520255088806152","2.7119791507720947"
"649","91744.5","91735","91758","2.5600146849950156","2.4462790489196777","2.6287930011749268"
"650","91878.875","91865","91890","2.5116186439990997","2.3017079830169678","2.6747467517852783"
"651","92007","91997","92019","2.618386189142863","2.527780055999756","2.6897971630096436"
"652","92139.75","92133","92150","2.612315595149994","2.54646635055542","2.717515707015991"
"653","92269.75","92262","92275","2.553393691778183","2.4503819942474365","2.6155099868774414"
"654","92399.16666666667","92389","92407","2.555850704511007","2.453566312789917","2.7097296714782715"
"655","92535.42857142857","92526","92545","2.618150234222412","2.454871892929077","2.7446980476379395"
"656","92674","92670","92678","2.6028188467025757","2.5088398456573486","2.6967978477478027"
"657","92792.22222222222","92784","92804","2.5851910644107394","2.4991562366485596","2.69250750541687"
"658","92921","92915","92929","2.4734121561050415","2.3125834465026855","2.6115360260009766"
"659","93054.5","93045","93067","2.53992623090744","2.3239800930023193","2.6981027126312256"
"660","93186","93181","93191","2.58530056476593","2.5389866828918457","2.6316144466400146"
"661","93324.16666666667","93307","93334","2.5834820667902627","2.521167039871216","2.628606081008911"
"662","93455","93441","93466","2.5777328491210936","2.5165657997131348","2.6252543926239014"
"663","93588.4","93582","93595","2.576746606826782","2.492284059524536","2.632628917694092"
"664","93712.5","93706","93719","2.541696608066559","2.491325616836548","2.5822250843048096"
"665","93845.85714285714","93832","93859","2.597748415810721","2.457812547683716","2.7596287727355957"
