"train/global_step","gpt2-medium_fasttune_aux-without_ln - _step","gpt2-medium_fasttune_aux-without_ln - _step__MIN","gpt2-medium_fasttune_aux-without_ln - _step__MAX","gpt2-medium_fasttune_aux-without_ln - eval/loss","gpt2-medium_fasttune_aux-without_ln - eval/loss__MIN","gpt2-medium_fasttune_aux-without_ln - eval/loss__MAX","gpt2-medium_fasttune_aux-without_ln - main_loss","gpt2-medium_fasttune_aux-without_ln - main_loss__MIN","gpt2-medium_fasttune_aux-without_ln - main_loss__MAX"
"293","25151.909090909092","25142","25162","","","","2.865629803050648","2.7632884979248047","3.006542444229126"
"294","25231.076923076922","25220","25242","","","","2.8442135590773363","2.6530184745788574","3.0292105674743652"
"295","25307.785714285714","25299","25320","","","","2.8531141451426913","2.7090365886688232","3.020094394683838"
"296","25387.166666666668","25376","25398","","","","2.8411133686701455","2.5872690677642822","2.9653377532958984"
"297","25464.69230769231","25455","25475","","","","2.863677446658795","2.6611454486846924","2.9869723320007324"
"298","25542.11111111111","25534","25553","","","","2.838064273198446","2.706329107284546","3.0530595779418945"
"299","25622.53846153846","25611","25632","","","","2.8220376051389255","2.6917824745178223","2.964770793914795"
"300","26194.068217054264","25635","26789","2.795132875442505","2.795132875442505","2.795132875442505","2.795426941806485","1.591993808746338","4.059736251831055"
"301","26856.76923076923","26846","26866","","","","2.899422388810378","2.798413038253784","3.0203826427459717"
"302","26934.785714285714","26924","26946","","","","2.863746711186","2.7369680404663086","2.980621814727783"
"303","27012","27002","27023","","","","2.850131059947767","2.713395833969116","2.9507296085357666"
"304","27091.470588235294","27080","27102","","","","2.8405079140382656","2.637936592102051","2.9710121154785156"
"305","27168.875","27158","27179","","","","2.8703270107507706","2.7200582027435303","3.012767791748047"
"306","27245.5625","27236","27257","","","","2.835941508412361","2.7441012859344482","2.956125259399414"
"307","27324.909090909092","27314","27334","","","","2.8590043891559946","2.7494423389434814","3.0572640895843506"
"308","27403.333333333332","27394","27414","","","","2.848495626449585","2.776179313659668","2.9428725242614746"
"309","27480.25","27470","27492","","","","2.824458062648773","2.7342495918273926","2.8962650299072266"
"310","27556.923076923078","27548","27569","","","","2.8391347848452053","2.68994402885437","3.0020523071289062"
"311","27636.53846153846","27626","27648","","","","2.88514990072984","2.6997928619384766","3.0464251041412354"
"312","27713.923076923078","27705","27726","","","","2.8457667460808387","2.719953775405884","3.025618314743042"
"313","27794.9375","27782","27804","","","","2.872646912932396","2.7096407413482666","3.005589246749878"
"314","27870.933333333334","27862","27882","","","","2.848314905166626","2.7191247940063477","2.9838509559631348"
"315","27949.5","27938","27959","","","","2.8797870874404907","2.7774131298065186","3.0484774112701416"
"316","28026.923076923078","28016","28037","","","","2.863381917660053","2.698305130004883","3.025608777999878"
"317","28105.071428571428","28094","28116","","","","2.8540511471884593","2.8081037998199463","2.930572032928467"
"318","28182.846153846152","28173","28194","","","","2.888934685633733","2.74420166015625","3.003901243209839"
"319","28259.4375","28250","28269","","","","2.7997948974370956","2.6019744873046875","3.0041463375091553"
"320","28340.1875","28329","28350","","","","2.8283634185791016","2.6774747371673584","2.952636957168579"
"321","28416.333333333332","28409","28428","","","","2.843535323937734","2.723510980606079","2.979356527328491"
"322","28495.133333333335","28484","28506","","","","2.8384552637736005","2.683196544647217","2.949357271194458"
"323","28574.4375","28565","28584","","","","2.8359843641519547","2.683114767074585","2.916718006134033"
"324","28646.666666666668","28640","28659","","","","2.8342523309919567","2.63141131401062","2.908038377761841"
"325","28727.25","28718","28740","","","","2.852295905351639","2.543295383453369","3.018674850463867"
"326","28807.133333333335","28797","28818","","","","2.886516507466634","2.7636163234710693","2.9590084552764893"
"327","28884.85714285714","28874","28896","","","","2.8665938888277327","2.750791311264038","2.9772732257843018"
"328","28963.3125","28953","28973","","","","2.842181444168091","2.611828327178955","3.0003809928894043"
"329","29041.384615384617","29031","29052","","","","2.8612088423508863","2.7663304805755615","2.9451777935028076"
"330","29119","29109","29130","","","","2.820327075322469","2.6419742107391357","2.8910558223724365"
"331","29197.625","29187","29208","","","","2.813105210661888","2.6710705757141113","2.9369661808013916"
"332","29275.916666666668","29265","29283","","","","2.8469560941060386","2.7305197715759277","2.948218584060669"
"333","29351.933333333334","29343","29364","","","","2.848540925979614","2.698228359222412","3.0421152114868164"
"334","29430.14285714286","29422","29442","","","","2.8348372834069386","2.7570745944976807","2.9952735900878906"
"335","29508.384615384617","29498","29520","","","","2.852112971819364","2.6599788665771484","2.924640417098999"
"336","29587.090909090908","29576","29598","","","","2.8290682922710073","2.7601423263549805","2.914752960205078"
"337","29666.14285714286","29656","29676","","","","2.841864858354841","2.6404268741607666","2.935560703277588"
"338","29742.76923076923","29732","29754","","","","2.820334636248075","2.610379934310913","2.978121280670166"
"339","29821.823529411766","29811","29832","","","","2.8519357512978947","2.6156411170959473","2.9914326667785645"
"340","29898.5","29888","29909","","","","2.8050051416669572","2.6840929985046387","2.905411958694458"
"341","29976.3125","29966","29987","","","","2.9119829535484314","2.7542977333068848","3.050151824951172"
"342","30053.875","30046","30062","","","","2.798430919647217","2.6712119579315186","2.8969438076019287"
"343","30133.23076923077","30124","30141","","","","2.844965091118446","2.7132880687713623","2.978175640106201"
"344","30210.35714285714","30200","30222","","","","2.851809501647949","2.6866633892059326","2.9111671447753906"
"345","30287.833333333332","30278","30300","","","","2.8300241827964783","2.6940648555755615","3.0071518421173096"
"346","30368.571428571428","30357","30378","","","","2.8656943014689853","2.6390929222106934","3.0513358116149902"
"347","30445.5","30436","30456","","","","2.805548003741673","2.726440668106079","2.9703221321105957"
"348","30524.166666666668","30515","30532","","","","2.824453075726827","2.6074488162994385","2.916959047317505"
"349","30602.666666666668","30594","30611","","","","2.8804489175478616","2.7733728885650635","3.0133893489837646"
"350","30679.615384615383","30670","30690","","","","2.8699911557711086","2.724384307861328","3.027179718017578"
"351","30757.41176470588","30746","30768","","","","2.880934238433838","2.7137563228607178","3.0669946670532227"
"352","30835.153846153848","30824","30845","","","","2.824797171812791","2.70609188079834","2.925233840942383"
"353","30913.9","30903","30924","","","","2.86787531375885","2.766735076904297","3.0172529220581055"
"354","30989.5","30980","31002","","","","2.8379445586885725","2.6087355613708496","2.9622740745544434"
"355","31069","31059","31079","","","","2.8008662291935513","2.6348557472229004","2.9852535724639893"
"356","31148.81818181818","31138","31156","","","","2.839506062594327","2.7683184146881104","2.9462203979492188"
"357","31224","31214","31234","","","","2.800415450876409","2.680449962615967","3.0865628719329834"
"358","31301.166666666668","31292","31312","","","","2.8643739819526672","2.698613405227661","2.973682403564453"
"359","31381.18181818182","31370","31390","","","","2.8527379686182197","2.649541139602661","2.9598453044891357"
"360","31458.81818181818","31448","31470","","","","2.8390584642236885","2.676393747329712","2.897711992263794"
"361","31536.41176470588","31526","31548","","","","2.8565385201398064","2.709080219268799","2.989393711090088"
"362","31615.133333333335","31604","31626","","","","2.8672036012013753","2.792316436767578","2.9535715579986572"
"363","31692.384615384617","31682","31703","","","","2.8339148668142466","2.638108015060425","2.9308595657348633"
"364","31771.125","31760","31781","","","","2.839926704764366","2.753680944442749","2.948408842086792"
"365","31848.055555555555","31838","31860","","","","2.8385483026504517","2.6693601608276367","2.990358829498291"
"366","31928.076923076922","31919","31938","","","","2.830821055632371","2.7183542251586914","3.0169012546539307"
"367","32004.23076923077","31996","32016","","","","2.8715738699986386","2.7393884658813477","3.0054128170013428"
"368","32081.923076923078","32072","32094","","","","2.848541021347046","2.7136361598968506","2.9853107929229736"
"369","32160.384615384617","32150","32172","","","","2.8263294880206766","2.649127960205078","2.9326107501983643"
"370","32238.9375","32228","32248","","","","2.8227161318063736","2.7054898738861084","2.945483446121216"
"371","32317.666666666668","32307","32326","","","","2.857807735602061","2.727668523788452","2.9903407096862793"
"372","32394.428571428572","32384","32405","","","","2.823333059038435","2.6816158294677734","2.9271533489227295"
"373","32471.11111111111","32462","32482","","","","2.8525035646226673","2.718236207962036","3.026296854019165"
"374","32551.941176470587","32540","32562","","","","2.825304536258473","2.6514534950256348","3.0005908012390137"
"375","32629.25","32618","32640","","","","2.84421835343043","2.7164134979248047","2.97869873046875"
"376","32707.1875","32698","32717","","","","2.8470733612775803","2.6687912940979004","2.986062526702881"
"377","32784.07692307692","32774","32795","","","","2.8359214709355283","2.7138946056365967","2.9698381423950195"
"378","32865.38461538462","32856","32874","","","","2.887728269283588","2.733344316482544","3.1095855236053467"
"379","32941.86666666667","32931","32952","","","","2.8127769311269124","2.7227089405059814","2.935514450073242"
"380","33019.166666666664","33008","33027","","","","2.895563860734304","2.7654294967651367","3.0477869510650635"
"381","33096.72727272727","33088","33105","","","","2.8639142513275146","2.724004030227661","2.9901223182678223"
"382","33176.75","33170","33183","","","","2.790962666273117","2.7288291454315186","2.8749260902404785"
"383","33254.933333333334","33244","33264","","","","2.8738837083180746","2.77087664604187","2.9792845249176025"
"384","33329.2","33320","33339","","","","2.8075003623962402","2.6953301429748535","2.967557430267334"
"385","33408.416666666664","33398","33417","","","","2.8246828516324363","2.721099615097046","2.9219162464141846"
"386","33487.545454545456","33476","33496","","","","2.83173714984547","2.5755391120910645","3.0080275535583496"
"387","33564.083333333336","33554","33575","","","","2.859387993812561","2.7349672317504883","3.012956142425537"
"388","33646.5","33632","33654","","","","2.8410125494003298","2.627764940261841","3.0199222564697266"
"389","33719.75","33711","33729","","","","2.8077972133954368","2.556852102279663","2.9493398666381836"
"390","33800.9375","33789","33810","","","","2.8240875899791718","2.73779034614563","2.947474479675293"
"391","33876.1875","33867","33888","","","","2.824460953474045","2.6971144676208496","2.927839517593384"
"392","33954.05882352941","33944","33965","","","","2.8624728707706226","2.6953136920928955","3.043551206588745"
"393","34034.4","34022","34043","","","","2.783895174662272","2.621828317642212","2.8880796432495117"
"394","34111.8125","34100","34122","","","","2.848787248134613","2.624238967895508","3.05306077003479"
"395","34189.35294117647","34178","34200","","","","2.8433768188252166","2.665273904800415","2.962404727935791"
"396","34266.27777777778","34256","34277","","","","2.818705783949958","2.690941095352173","2.9580864906311035"
"397","34346.5","34334","34356","","","","2.829975894519261","2.7665932178497314","2.949197292327881"
"398","34423.84210526316","34412","34434","","","","2.8326624694623446","2.689605474472046","2.9446218013763428"
"399","34501.71428571428","34492","34512","","","","2.8577147041048323","2.62776780128479","3.025355577468872"
"400","35052.41930379747","34514","35669","2.7844560146331787","2.7844560146331787","2.7844560146331787","2.767941307152508","1.488484263420105","4.1546502113342285"
"401","35736.53333333333","35726","35748","","","","2.853253634770711","2.7322752475738525","2.9677999019622803"
"402","35815.6","35805","35826","","","","2.8596247990926105","2.741215467453003","2.9750354290008545"
"403","35889.25","35882","35898","","","","2.805494546890259","2.692317247390747","2.8692731857299805"
"404","35970.3125","35960","35981","","","","2.8316884487867355","2.688751697540283","2.951637029647827"
"405","36050.07692307692","36038","36059","","","","2.8382522876446066","2.6891753673553467","2.9840612411499023"
"406","36125.666666666664","36116","36137","","","","2.8717151641845704","2.631162643432617","2.9734854698181152"
"407","36202.692307692305","36194","36213","","","","2.848345536452073","2.7032957077026367","2.984161376953125"
"408","36283.166666666664","36273","36294","","","","2.8614149689674377","2.8011255264282227","2.987276792526245"
"409","36361.9375","36351","36372","","","","2.828266590833664","2.5644493103027344","3.0126075744628906"
"410","36437.42857142857","36428","36450","","","","2.8723460265568326","2.7018909454345703","3.0770676136016846"
"411","36518","36506","36528","","","","2.818343496322632","2.670905590057373","2.9498422145843506"
"412","36594.470588235294","36584","36605","","","","2.8629632416893456","2.7195181846618652","2.9846272468566895"
"413","36672.5","36662","36684","","","","2.8444490167829724","2.6435532569885254","3.0133719444274902"
"414","36750.666666666664","36740","36762","","","","2.8646630605061847","2.7580981254577637","2.906684160232544"
"415","36830.75","36818","36840","","","","2.8042060136795044","2.670961856842041","2.9495317935943604"
"416","36906.0625","36896","36917","","","","2.8097753673791885","2.5992655754089355","2.980027675628662"
"417","36984.769230769234","36974","36996","","","","2.822550993699294","2.6125216484069824","2.950828790664673"
"418","37063.09090909091","37052","37071","","","","2.81876464323564","2.686716318130493","2.966857433319092"
"419","37140.6","37131","37151","","","","2.818515412012736","2.707064151763916","2.95747971534729"
"420","37219.333333333336","37208","37230","","","","2.8630472222963967","2.7439932823181152","2.9937360286712646"
"421","37296.357142857145","37286","37308","","","","2.844450371606009","2.685751438140869","2.9932119846343994"
"422","37373.86666666667","37364","37385","","","","2.84653213818868","2.6466493606567383","2.9574406147003174"
"423","37453.857142857145","37443","37464","","","","2.8442681516919817","2.71972393989563","2.9911139011383057"
"424","37529.07692307692","37520","37542","","","","2.8947910162118764","2.7842159271240234","3.053001642227173"
"425","37608.27272727273","37600","37617","","","","2.8620279052040796","2.7175848484039307","3.0491039752960205"
"426","37684.583333333336","37676","37695","","","","2.851438899834951","2.7658796310424805","2.9528543949127197"
"427","37764.61538461538","37754","37776","","","","2.8255406343019924","2.6709022521972656","2.9636504650115967"
"428","37841.583333333336","37832","37852","","","","2.8343138098716736","2.7252182960510254","2.9829554557800293"
"429","37920.142857142855","37910","37932","","","","2.876717277935573","2.7604029178619385","2.935955762863159"
"430","38000.470588235294","37989","38010","","","","2.8241008590249455","2.6016314029693604","2.925795078277588"
"431","38077.6875","38067","38088","","","","2.838149070739746","2.7083754539489746","2.993955373764038"
"432","38154.92857142857","38144","38166","","","","2.8765994821275984","2.7840962409973145","3.017308235168457"
"433","38233.07142857143","38222","38243","","","","2.853263940129961","2.717040777206421","2.956624984741211"
"434","38310","38300","38322","","","","2.8476646968296597","2.7667016983032227","2.9438157081604004"
"435","38389.07692307692","38378","38400","","","","2.8105996938852162","2.7305877208709717","2.8810055255889893"
"436","38467.42857142857","38456","38478","","","","2.871697187423706","2.7157890796661377","3.0217947959899902"
"437","38544.5625","38534","38554","","","","2.837146505713463","2.7450032234191895","2.9451308250427246"
"438","38620.833333333336","38612","38634","","","","2.8587912917137146","2.7344884872436523","2.9496994018554688"
"439","38700.666666666664","38692","38711","","","","2.836383406321208","2.680262804031372","3.0351476669311523"
"440","38779.083333333336","38768","38790","","","","2.8175957202911377","2.6792008876800537","3.000006675720215"
"441","38857.166666666664","38847","38868","","","","2.830735504627228","2.7470967769622803","2.9495186805725098"
"442","38937.333333333336","38926","38946","","","","2.815886974334717","2.6234636306762695","2.9478471279144287"
"443","39013.07142857143","39002","39024","","","","2.8374263729367937","2.724346876144409","2.9732871055603027"
"444","39092.357142857145","39083","39102","","","","2.8225987127849033","2.6367204189300537","2.9861202239990234"
"445","39165","39158","39176","","","","2.841597015207464","2.7024590969085693","2.973766326904297"
"446","39246.833333333336","39237","39258","","","","2.81706166267395","2.664611577987671","2.9518678188323975"
"447","39324.916666666664","39314","39336","","","","2.8413966298103333","2.7178843021392822","2.9453537464141846"
"448","39401.4","39392","39414","","","","2.8230567455291746","2.6485331058502197","2.9511799812316895"
"449","39479.07142857143","39470","39491","","","","2.846459831510271","2.6063523292541504","2.991938829421997"
"450","39560.769230769234","39550","39570","","","","2.8568672033456655","2.6663804054260254","2.957970142364502"
"451","39638.583333333336","39628","39647","","","","2.8379098375638327","2.7412142753601074","2.9668800830841064"
"452","39716.666666666664","39708","39725","","","","2.845499793688456","2.645589590072632","3.043886184692383"
"453","39793.6","39782","39804","","","","2.8397719860076904","2.7339677810668945","2.990055799484253"
"454","39871.6","39862","39881","","","","2.837304878234863","2.69571590423584","2.9274187088012695"
"455","39947","39938","39958","","","","2.795381632718173","2.532721519470215","2.9491820335388184"
"456","40027.07142857143","40016","40038","","","","2.8096426725387573","2.738088846206665","3.039975881576538"
"457","40103.5","40094","40114","","","","2.8071976237826877","2.6597800254821777","2.9352877140045166"
"458","40185.09090909091","40174","40194","","","","2.8375086134130303","2.694125175476074","2.950037956237793"
"459","40264.333333333336","40256","40272","","","","2.8404668172200522","2.6637542247772217","2.932689666748047"
"460","40340","40328","40350","","","","2.8446930135999406","2.722975730895996","2.9591503143310547"
"461","40416.857142857145","40407","40428","","","","2.808421083859035","2.7087624073028564","2.971264123916626"
"462","40494.7","40485","40503","","","","2.869737982749939","2.7258851528167725","2.9882495403289795"
"463","40574.769230769234","40562","40584","","","","2.848219247964712","2.7926554679870605","2.888686418533325"
"464","40650.71428571428","40640","40662","","","","2.842068382671901","2.6777689456939697","2.982044219970703"
"465","40726.75","40718","40737","","","","2.8383693297704062","2.645834445953369","2.941192626953125"
"466","40806.92307692308","40797","40817","","","","2.849501499762902","2.7075424194335938","3.0251119136810303"
"467","40887.26666666667","40876","40896","","","","2.8578610897064207","2.71481990814209","2.9337475299835205"
"468","40965.57142857143","40953","40974","","","","2.89044828074319","2.6632332801818848","3.018613338470459"
"469","41039.8125","41030","41050","","","","2.8383954018354416","2.6757655143737793","2.969726085662842"
"470","41119.333333333336","41108","41129","","","","2.8350080649058023","2.6655125617980957","2.9383187294006348"
"471","41199.0625","41188","41208","","","","2.848712921142578","2.63126277923584","3.0246641635894775"
"472","41275.230769230766","41267","41284","","","","2.86386462358328","2.7375881671905518","2.9934074878692627"
"473","41354.53846153846","41348","41363","","","","2.8453963169684777","2.7268261909484863","2.946876049041748"
"474","41430.25","41420","41442","","","","2.845291167497635","2.7522501945495605","2.976017951965332"
"475","41510.166666666664","41501","41518","","","","2.8536643385887146","2.6975560188293457","2.9618160724639893"
"476","41583.857142857145","41576","41596","","","","2.8262127297265187","2.7425737380981445","2.9059500694274902"
"477","41665.555555555555","41656","41675","","","","2.882214970058865","2.75054931640625","3.0147359371185303"
"478","41743.8125","41732","41754","","","","2.815793663263321","2.7465386390686035","2.8825793266296387"
"479","41821.357142857145","41811","41832","","","","2.8330369847161427","2.7197458744049072","2.9082834720611572"
"480","41898.71428571428","41888","41909","","","","2.8446081365857805","2.7157037258148193","2.97817325592041"
"481","41975.28571428572","41967","41988","","","","2.825725725718907","2.6944406032562256","2.956321954727173"
"482","42055.333333333336","42044","42066","","","","2.8355576859580145","2.581085205078125","3.003410816192627"
"483","42131.857142857145","42123","42144","","","","2.8232788358415877","2.719278335571289","2.9439992904663086"
"484","42210.625","42200","42222","","","","2.831405445933342","2.7041475772857666","2.9740960597991943"
"485","42288.57142857143","42278","42299","","","","2.8114935159683228","2.7027885913848877","2.981975793838501"
"486","42367.333333333336","42357","42377","","","","2.8359042008717856","2.748889684677124","2.9523396492004395"
"487","42447.4","42437","42456","","","","2.8169788837432863","2.7322309017181396","2.9765889644622803"
"488","42521.0625","42512","42531","","","","2.801436483860016","2.700662136077881","2.903268814086914"
"489","42598.9","42590","42608","","","","2.828395962715149","2.685208559036255","3.001159429550171"
"490","42680.38461538462","42668","42690","","","","2.8435496733738828","2.707404851913452","2.9670956134796143"
"491","42756.125","42747","42768","","","","2.8557755947113037","2.7596161365509033","2.939366102218628"
"492","42835.46153846154","42824","42845","","","","2.844545712837806","2.714127779006958","2.9945249557495117"
"493","42912.23529411765","42903","42924","","","","2.7921818144181194","2.597491502761841","2.9295012950897217"
"494","42993.21428571428","42984","43002","","","","2.830845526286534","2.663784980773926","2.9687082767486572"
"495","43067.75","43059","43080","","","","2.8392772873242698","2.740584373474121","2.9822261333465576"
"496","43149.153846153844","43139","43158","","","","2.842326512703529","2.748966932296753","2.929450511932373"
"497","43226.1","43214","43236","","","","2.8424964904785157","2.6413276195526123","2.9448235034942627"
"498","43301.11111111111","43292","43311","","","","2.848659038543701","2.7141027450561523","2.938420057296753"
"499","43381.17647058824","43370","43392","","","","2.833913003697115","2.6962714195251465","2.9404191970825195"
"500","43932.40986132512","43395","44473","2.778935670852661","2.778935670852661","2.778935670852661","2.7870903211979217","1.4793941974639893","4.1516523361206055"
